X	Y	ID
1058	1469	Gene7
299	1128	Gene7
1730	1632	Gene7
680	948	Gene7
903	2202	Gene7
108	1460	Gene7
639	944	Gene7
2059	227	Gene7
1949	139	Gene7
342	1202	Gene7
507	941	Gene7
46	1407	Gene7
904	2197	Gene7
631	2464	Gene7
133	1331	Gene7
352	1177	Gene7
696	964	Gene7
155	1338	Gene7
1729	1548	Gene7
641	2440	Gene7
667	2430	Gene7
318	1168	Gene7
968	1428	Gene7
296	1109	Gene7
1743	1590	Gene7
146	1423	Gene7
972	1411	Gene7
626	956	Gene7
563	2484	Gene7
656	2413	Gene7
359	1173	Gene7
1717	1643	Gene7
1722	1616	Gene7
313	1180	Gene7
1732	1601	Gene7
614	2442	Gene7
326	1140	Gene7
338	1138	Gene7
118	1423	Gene7
1972	164	Gene7
208	1134	Gene7
63	1531	Gene7
1806	1518	Gene7
1727	1634	Gene7
989	2144	Gene7
1128	1444	Gene7
669	2422	Gene7
240	1134	Gene7
111	1490	Gene7
108	1355	Gene7
972	2143	Gene7
200	1415	Gene7
556	2480	Gene7
1783	1566	Gene7
132	1048	Gene7
1110	1399	Gene7
658	927	Gene7
395	1141	Gene7
415	1207	Gene7
658	950	Gene7
1700	1626	Gene7
710	936	Gene7
597	922	Gene7
90	1424	Gene7
629	2429	Gene7
349	1161	Gene7
565	2547	Gene7
630	930	Gene7
1751	1648	Gene7
1082	1430	Gene7
949	1446	Gene7
1057	1394	Gene7
1836	128	Gene7
346	1563	Gene7
1250	1376	Gene7
853	2236	Gene7
234	1159	Gene7
1999	255	Gene7
365	1138	Gene7
949	1400	Gene7
1013	1403	Gene7
307	1160	Gene7
1728	1580	Gene7
96	1422	Gene7
52	1327	Gene7
1957	169	Gene7
945	896	Gene7
291	1140	Gene7
616	965	Gene7
1052	1480	Gene7
1034	1401	Gene7
738	908	Gene7
712	985	Gene7
683	906	Gene7
129	1310	Gene7
536	1223	Gene7
406	940	Gene7
291	1105	Gene7
119	1367	Gene7
319	1439	Gene7
173	1493	Gene7
451	651	Gene7
175	1489	Gene7
144	1085	Gene7
1813	118	Gene7
424	938	Gene7
2093	227	Gene7
1146	1358	Gene7
1154	1473	Gene7
618	802	Gene7
944	2172	Gene7
975	1388	Gene7
936	1322	Gene7
2293	1677	Gene7
2514	1518	Gene7
71	1391	Gene7
686	864	Gene7
190	214	Gene7
820	2252	Gene7
186	1015	Gene7
77	1159	Gene7
795	923	Gene7
1155	1494	Gene7
403	1153	Gene7
178	1434	Gene7
1142	1400	Gene7
92	1005	Gene7
857	2273	Gene7
84	1385	Gene7
240	1450	Gene7
943	1387	Gene7
664	953	Gene7
1085	1431	Gene7
151	1464	Gene7
584	869	Gene7
367	1194	Gene7
88	1408	Gene7
156	1411	Gene7
176	1446	Gene7
534	916	Gene7
579	2467	Gene7
384	1182	Gene7
710	919	Gene7
961	1364	Gene7
697	947	Gene7
659	912	Gene7
142	1389	Gene7
116	1427	Gene7
